Grasp No.,Physical?,RespondentID,StartDate,IP Address,Survey No.,Survey No. Cumulative,Yes/No Order,Rating Value,Successful?,Expirimental
48,0,2429595935,41293.68734,108.231.181.139,17,145,1,0.25,0,0
48,0,2429530741,41293.62052,72.145.0.47,17,145,1,0,0,0
48,0,2429521746,41293.61088,75.186.47.16,17,145,1,0,0,0
48,0,2429502291,41293.58087,190.148.116.249,17,145,1,0.5,0,0
48,0,2429473557,41293.54927,186.162.11.7,17,145,1,0,0,0
48,0,2429437896,41293.48682,99.73.182.81,17,145,1,0.5,0,0
48,0,2429347442,41293.26902,108.15.202.52,17,145,1,0.25,0,0
54,0,2430125084,41294.54715,76.217.239.32,24,184,1,0.75,0,0.88
54,0,2430050369,41294.38642,98.246.222.236,24,184,1,0.75,0,0.88
54,0,2429858031,41293.98115,96.32.131.175,24,184,1,0.5,0,0.88
54,0,2429805040,41293.91462,184.35.93.49,24,184,1,0.75,1,0.88
54,0,2429733212,41293.82844,71.255.71.143,24,184,1,0.25,0,0.88
54,0,2429599578,41293.69088,76.127.73.168,24,184,1,1,1,0.88
54,0,2429595795,41293.68655,76.127.73.168,24,184,1,0.5,1,0.88
54,0,2429516574,41293.60477,75.186.47.16,24,184,1,0.75,1,0.88
54,0,2429483138,41293.56294,108.244.230.90,24,184,1,0.75,1,0.88
48,0,2429334876,41293.24075,97.93.94.124,17,145,1,0.5,0,0
48,0,2429314456,41293.20302,75.148.160.117,17,145,1,0.25,0,0
58,0,2429595935,41293.68734,108.231.181.139,18,146,1,0.25,0,0
58,0,2429530741,41293.62052,72.145.0.47,18,146,1,0,0,0
58,0,2429521746,41293.61088,75.186.47.16,18,146,1,0.25,0,0
58,0,2429502291,41293.58087,190.148.116.249,18,146,1,0,0,0
58,0,2429473557,41293.54927,186.162.11.7,18,146,1,0,0,0
58,0,2429437896,41293.48682,99.73.182.81,18,146,1,0,0,0
58,0,2429347442,41293.26902,108.15.202.52,18,146,1,0,0,0
47,0,2430125084,41294.54715,76.217.239.32,26,186,1,0.5,0,0.75
47,0,2430050369,41294.38642,98.246.222.236,26,186,1,0.75,1,0.75
47,0,2429858031,41293.98115,96.32.131.175,26,186,1,0.25,0,0.75
47,0,2429805040,41293.91462,184.35.93.49,26,186,1,0.75,1,0.75
47,0,2429733212,41293.82844,71.255.71.143,26,186,1,0.75,1,0.75
47,0,2429599578,41293.69088,76.127.73.168,26,186,1,0.5,1,0.75
47,0,2429595795,41293.68655,76.127.73.168,26,186,1,0.5,0,0.75
47,0,2429516574,41293.60477,75.186.47.16,26,186,1,0.75,1,0.75
47,0,2429483138,41293.56294,108.244.230.90,26,186,1,0.75,1,0.75
16,0,2430125084,41294.54715,76.217.239.32,27,187,2,0.25,0,1
16,0,2430050369,41294.38642,98.246.222.236,27,187,2,0.75,1,1
16,0,2429858031,41293.98115,96.32.131.175,27,187,2,0.5,0,1
16,0,2429805040,41293.91462,184.35.93.49,27,187,2,0.75,1,1
16,0,2429733212,41293.82844,71.255.71.143,27,187,2,1,1,1
16,0,2429599578,41293.69088,76.127.73.168,27,187,2,0.5,1,1
16,0,2429595795,41293.68655,76.127.73.168,27,187,2,0.5,1,1
16,0,2429516574,41293.60477,75.186.47.16,27,187,2,0.5,0,1
16,0,2429483138,41293.56294,108.244.230.90,27,187,2,0.75,1,1
55,0,2430125084,41294.54715,76.217.239.32,28,188,2,0.5,0,0
55,0,2430050369,41294.38642,98.246.222.236,28,188,2,0.75,1,0
55,0,2429858031,41293.98115,96.32.131.175,28,188,2,0.5,0,0
55,0,2429805040,41293.91462,184.35.93.49,28,188,2,0.75,1,0
55,0,2429733212,41293.82844,71.255.71.143,28,188,2,0.5,0,0
55,0,2429599578,41293.69088,76.127.73.168,28,188,2,1,1,0
55,0,2429595795,41293.68655,76.127.73.168,28,188,2,0.75,1,0
55,0,2429516574,41293.60477,75.186.47.16,28,188,2,0.75,1,0
55,0,2429483138,41293.56294,108.244.230.90,28,188,2,0.75,1,0
77,0,2430125084,41294.54715,76.217.239.32,29,189,1,0.5,0,0
77,0,2430050369,41294.38642,98.246.222.236,29,189,1,0.75,0,0
77,0,2429858031,41293.98115,96.32.131.175,29,189,1,0.5,0,0
77,0,2429805040,41293.91462,184.35.93.49,29,189,1,0.75,1,0
77,0,2429733212,41293.82844,71.255.71.143,29,189,1,0.5,0,0
77,0,2429599578,41293.69088,76.127.73.168,29,189,1,0.25,1,0
77,0,2429595795,41293.68655,76.127.73.168,29,189,1,0,1,0
77,0,2429516574,41293.60477,75.186.47.16,29,189,1,0.75,1,0
77,0,2429483138,41293.56294,108.244.230.90,29,189,1,0.75,1,0
58,0,2429334876,41293.24075,97.93.94.124,18,146,1,0.25,0,0
58,0,2429314456,41293.20302,75.148.160.117,18,146,1,0,0,0
68,0,2429595935,41293.68734,108.231.181.139,21,149,1,0,0,0
68,0,2429530741,41293.62052,72.145.0.47,21,149,1,0,0,0
68,0,2429521746,41293.61088,75.186.47.16,21,149,1,0,0,0
68,0,2429502291,41293.58087,190.148.116.249,21,149,1,0,0,0
68,0,2429473557,41293.54927,186.162.11.7,21,149,1,0,0,0
68,0,2429437896,41293.48682,99.73.182.81,21,149,1,0,0,0
68,0,2429347442,41293.26902,108.15.202.52,21,149,1,0,0,0
42,0,2430125084,41294.54715,76.217.239.32,31,191,1,0.5,1,0.5
42,0,2430050369,41294.38642,98.246.222.236,31,191,1,0.75,1,0.5
42,0,2429858031,41293.98115,96.32.131.175,31,191,1,0.5,0,0.5
42,0,2429805040,41293.91462,184.35.93.49,31,191,1,0.75,1,0.5
42,0,2429733212,41293.82844,71.255.71.143,31,191,1,1,1,0.5
42,0,2429599578,41293.69088,76.127.73.168,31,191,1,0.75,1,0.5
42,0,2429595795,41293.68655,76.127.73.168,31,191,1,0.5,1,0.5
42,0,2429516574,41293.60477,75.186.47.16,31,191,1,1,1,0.5
42,0,2429483138,41293.56294,108.244.230.90,31,191,1,0.75,1,0.5
4,0,2430125084,41294.54715,76.217.239.32,32,192,2,1,1,1
4,0,2430050369,41294.38642,98.246.222.236,32,192,2,0.75,1,1
4,0,2429858031,41293.98115,96.32.131.175,32,192,2,0.5,0,1
4,0,2429805040,41293.91462,184.35.93.49,32,192,2,0.75,1,1
4,0,2429733212,41293.82844,71.255.71.143,32,192,2,0.75,1,1
4,0,2429599578,41293.69088,76.127.73.168,32,192,2,0.5,0,1
4,0,2429595795,41293.68655,76.127.73.168,32,192,2,0.5,1,1
4,0,2429516574,41293.60477,75.186.47.16,32,192,2,1,1,1
4,0,2429483138,41293.56294,108.244.230.90,32,192,2,0.75,1,1
68,0,2429334876,41293.24075,97.93.94.124,21,149,1,0.25,0,0
68,0,2429314456,41293.20302,75.148.160.117,21,149,1,1,1,0
68,0,2430125084,41294.54715,76.217.239.32,9,169,1,0.75,0,0
68,0,2430050369,41294.38642,98.246.222.236,9,169,1,0,0,0
68,0,2429858031,41293.98115,96.32.131.175,9,169,1,0,0,0
68,0,2429805040,41293.91462,184.35.93.49,9,169,1,0,0,0
68,0,2429733212,41293.82844,71.255.71.143,9,169,1,0,0,0
68,0,2429599578,41293.69088,76.127.73.168,9,169,1,0,0,0
68,0,2429595795,41293.68655,76.127.73.168,9,169,1,0,0,0
68,0,2429516574,41293.60477,75.186.47.16,9,169,1,0,0,0
68,0,2429483138,41293.56294,108.244.230.90,9,169,1,0,0,0
34,1,2431471682,41295.80684,92.53.5.118,2,34,1,0.5,0,1
34,1,2430640151,41295.1759,101.63.185.3,2,34,1,1,1,1
34,1,2430203694,41294.66307,99.188.242.69,2,34,1,0.75,0,1
34,1,2429584448,41293.67597,97.118.153.156,2,34,1,1,0,1
34,1,2427540454,41292.02427,67.161.199.235,2,34,1,0.75,0,1
34,1,2427474765,41291.98406,121.247.68.245,2,34,1,0.5,0,1
34,1,2425848529,41291.09434,173.78.98.87,2,34,1,1,0,1
34,1,2424251684,41290.286,108.15.193.187,2,34,1,0.5,0,1
34,1,2424207684,41290.22519,122.164.244.167,2,34,1,0.25,0,1
61,1,2431471682,41295.80684,92.53.5.118,3,35,1,0.25,1,1
61,1,2430640151,41295.1759,101.63.185.3,3,35,1,1,0,1
61,1,2430203694,41294.66307,99.188.242.69,3,35,1,1,1,1
61,1,2429584448,41293.67597,97.118.153.156,3,35,1,1,1,1
61,1,2427540454,41292.02427,67.161.199.235,3,35,1,0.75,0,1
61,1,2427474765,41291.98406,121.247.68.245,3,35,1,0.5,0,1
61,1,2425848529,41291.09434,173.78.98.87,3,35,1,0.75,0,1
61,1,2424251684,41290.286,108.15.193.187,3,35,1,0.25,0,1
61,1,2424207684,41290.22519,122.164.244.167,3,35,1,1,1,1
23,1,2431471682,41295.80684,92.53.5.118,4,36,2,0.25,1,1
23,1,2430640151,41295.1759,101.63.185.3,4,36,2,1,1,1
23,1,2430203694,41294.66307,99.188.242.69,4,36,2,0.75,1,1
23,1,2429584448,41293.67597,97.118.153.156,4,36,2,0.25,0,1
23,1,2427540454,41292.02427,67.161.199.235,4,36,2,0.75,1,1
23,1,2427474765,41291.98406,121.247.68.245,4,36,2,0.75,1,1
23,1,2425848529,41291.09434,173.78.98.87,4,36,2,0.5,1,1
23,1,2424251684,41290.286,108.15.193.187,4,36,2,0.75,1,1
23,1,2424207684,41290.22519,122.164.244.167,4,36,2,1,1,1
24,1,2431471682,41295.80684,92.53.5.118,5,37,1,0.25,1,0
24,1,2430640151,41295.1759,101.63.185.3,5,37,1,1,1,0
24,1,2430203694,41294.66307,99.188.242.69,5,37,1,1,1,0
24,1,2429584448,41293.67597,97.118.153.156,5,37,1,1,0,0
24,1,2427540454,41292.02427,67.161.199.235,5,37,1,0.75,0,0
24,1,2427474765,41291.98406,121.247.68.245,5,37,1,0.5,0,0
24,1,2425848529,41291.09434,173.78.98.87,5,37,1,0.5,0,0
24,1,2424251684,41290.286,108.15.193.187,5,37,1,0.25,0,0
24,1,2424207684,41290.22519,122.164.244.167,5,37,1,0.75,1,0
12,1,2431471682,41295.80684,92.53.5.118,6,38,1,0.5,0,0
12,1,2430640151,41295.1759,101.63.185.3,6,38,1,1,1,0
12,1,2430203694,41294.66307,99.188.242.69,6,38,1,1,1,0
12,1,2429584448,41293.67597,97.118.153.156,6,38,1,1,1,0
12,1,2427540454,41292.02427,67.161.199.235,6,38,1,0.75,0,0
12,1,2427474765,41291.98406,121.247.68.245,6,38,1,0.75,0,0
12,1,2425848529,41291.09434,173.78.98.87,6,38,1,1,0,0
12,1,2424251684,41290.286,108.15.193.187,6,38,1,1,0,0
12,1,2424207684,41290.22519,122.164.244.167,6,38,1,1,1,0
17,1,2431471682,41295.80684,92.53.5.118,7,39,2,0.5,0,0
17,1,2430640151,41295.1759,101.63.185.3,7,39,2,1,1,0
17,1,2430203694,41294.66307,99.188.242.69,7,39,2,1,1,0
17,1,2429584448,41293.67597,97.118.153.156,7,39,2,0.5,0,0
17,1,2427540454,41292.02427,67.161.199.235,7,39,2,0.75,1,0
17,1,2427474765,41291.98406,121.247.68.245,7,39,2,0.75,1,0
17,1,2425848529,41291.09434,173.78.98.87,7,39,2,0.75,0,0
17,1,2424251684,41290.286,108.15.193.187,7,39,2,0.25,1,0
17,1,2424207684,41290.22519,122.164.244.167,7,39,2,1,1,0
13,1,2431471682,41295.80684,92.53.5.118,8,40,2,0.5,0,1
13,1,2430640151,41295.1759,101.63.185.3,8,40,2,1,1,1
13,1,2430203694,41294.66307,99.188.242.69,8,40,2,0.75,1,1
13,1,2429584448,41293.67597,97.118.153.156,8,40,2,0,0,1
13,1,2427540454,41292.02427,67.161.199.235,8,40,2,1,1,1
13,1,2427474765,41291.98406,121.247.68.245,8,40,2,0.75,1,1
13,1,2425848529,41291.09434,173.78.98.87,8,40,2,1,1,1
13,1,2424251684,41290.286,108.15.193.187,8,40,2,0,0,1
13,1,2424207684,41290.22519,122.164.244.167,8,40,2,1,1,1
26,1,2431471682,41295.80684,92.53.5.118,9,41,2,0.25,1,0
26,1,2430640151,41295.1759,101.63.185.3,9,41,2,1,1,0
26,1,2430203694,41294.66307,99.188.242.69,9,41,2,0.5,0,0
26,1,2427540454,41292.02427,67.161.199.235,9,41,2,0.75,1,0
26,1,2427474765,41291.98406,121.247.68.245,9,41,2,0.25,0,0
26,1,2425848529,41291.09434,173.78.98.87,9,41,2,0.5,0,0
26,1,2424251684,41290.286,108.15.193.187,9,41,2,0.25,0,0
26,1,2424207684,41290.22519,122.164.244.167,9,41,2,0.75,1,0
44,1,2431471682,41295.80684,92.53.5.118,10,42,1,0.5,0,0.25
44,1,2430640151,41295.1759,101.63.185.3,10,42,1,1,0,0.25
44,1,2430203694,41294.66307,99.188.242.69,10,42,1,0.75,1,0.25
44,1,2427540454,41292.02427,67.161.199.235,10,42,1,0.75,1,0.25
44,1,2427474765,41291.98406,121.247.68.245,10,42,1,0.75,1,0.25
44,1,2425848529,41291.09434,173.78.98.87,10,42,1,0.75,0,0.25
44,1,2424251684,41290.286,108.15.193.187,10,42,1,0.25,0,0.25
44,1,2424207684,41290.22519,122.164.244.167,10,42,1,0.5,0,0.25
11,1,2431471682,41295.80684,92.53.5.118,11,43,1,0.5,0,0
11,1,2430640151,41295.1759,101.63.185.3,11,43,1,1,0,0
11,1,2430203694,41294.66307,99.188.242.69,11,43,1,0.75,1,0
11,1,2427540454,41292.02427,67.161.199.235,11,43,1,0.75,1,0
11,1,2427474765,41291.98406,121.247.68.245,11,43,1,0.75,1,0
11,1,2425848529,41291.09434,173.78.98.87,11,43,1,0.5,0,0
11,1,2424251684,41290.286,108.15.193.187,11,43,1,0,0,0
11,1,2424207684,41290.22519,122.164.244.167,11,43,1,1,1,0
6,1,2431471682,41295.80684,92.53.5.118,12,44,2,0.5,0,0.63
6,1,2430640151,41295.1759,101.63.185.3,12,44,2,1,1,0.63
6,1,2430203694,41294.66307,99.188.242.69,12,44,2,0.75,1,0.63
6,1,2427540454,41292.02427,67.161.199.235,12,44,2,0.5,1,0.63
6,1,2427474765,41291.98406,121.247.68.245,12,44,2,0.25,0,0.63
6,1,2425848529,41291.09434,173.78.98.87,12,44,2,0.75,0,0.63
6,1,2424251684,41290.286,108.15.193.187,12,44,2,0,0,0.63
6,1,2424207684,41290.22519,122.164.244.167,12,44,2,0.5,0,0.63
7,1,2431471682,41295.80684,92.53.5.118,13,45,1,0.5,0,0.63
7,1,2430640151,41295.1759,101.63.185.3,13,45,1,1,1,0.63
7,1,2430203694,41294.66307,99.188.242.69,13,45,1,0.75,1,0.63
7,1,2427540454,41292.02427,67.161.199.235,13,45,1,0.25,0,0.63
7,1,2427474765,41291.98406,121.247.68.245,13,45,1,0.5,1,0.63
7,1,2425848529,41291.09434,173.78.98.87,13,45,1,0.75,0,0.63
7,1,2424251684,41290.286,108.15.193.187,13,45,1,0.5,1,0.63
7,1,2424207684,41290.22519,122.164.244.167,13,45,1,0.25,0,0.63
22,1,2431471682,41295.80684,92.53.5.118,14,46,1,0.25,1,1
22,1,2430640151,41295.1759,101.63.185.3,14,46,1,1,1,1
22,1,2430203694,41294.66307,99.188.242.69,14,46,1,0.75,1,1
22,1,2427540454,41292.02427,67.161.199.235,14,46,1,0.75,1,1
22,1,2427474765,41291.98406,121.247.68.245,14,46,1,0.75,1,1
22,1,2425848529,41291.09434,173.78.98.87,14,46,1,1,1,1
22,1,2424251684,41290.286,108.15.193.187,14,46,1,0.75,1,1
22,1,2424207684,41290.22519,122.164.244.167,14,46,1,1,1,1
54,1,2431471682,41295.80684,92.53.5.118,15,47,2,0.5,0,0.88
54,1,2430640151,41295.1759,101.63.185.3,15,47,2,1,0,0.88
54,1,2430203694,41294.66307,99.188.242.69,15,47,2,0.75,1,0.88
54,1,2427540454,41292.02427,67.161.199.235,15,47,2,0.75,1,0.88
54,1,2427474765,41291.98406,121.247.68.245,15,47,2,0.25,0,0.88
54,1,2425848529,41291.09434,173.78.98.87,15,47,2,0.5,0,0.88
54,1,2424251684,41290.286,108.15.193.187,15,47,2,0.25,0,0.88
54,1,2424207684,41290.22519,122.164.244.167,15,47,2,0.75,1,0.88
47,1,2431471682,41295.80684,92.53.5.118,16,48,2,0.5,0,0.75
47,1,2430640151,41295.1759,101.63.185.3,16,48,2,1,1,0.75
47,1,2430203694,41294.66307,99.188.242.69,16,48,2,1,1,0.75
47,1,2427540454,41292.02427,67.161.199.235,16,48,2,0.75,1,0.75
47,1,2427474765,41291.98406,121.247.68.245,16,48,2,0.75,1,0.75
47,1,2425848529,41291.09434,173.78.98.87,16,48,2,0.5,0,0.75
47,1,2424251684,41290.286,108.15.193.187,16,48,2,1,1,0.75
47,1,2424207684,41290.22519,122.164.244.167,16,48,2,0.75,1,0.75
15,1,2431471682,41295.80684,92.53.5.118,17,49,1,0.25,0,1
15,1,2430640151,41295.1759,101.63.185.3,17,49,1,1,1,1
15,1,2430203694,41294.66307,99.188.242.69,17,49,1,0.75,1,1
15,1,2427540454,41292.02427,67.161.199.235,17,49,1,0.75,1,1
15,1,2427474765,41291.98406,121.247.68.245,17,49,1,0.75,1,1
15,1,2425848529,41291.09434,173.78.98.87,17,49,1,0.5,0,1
15,1,2424251684,41290.286,108.15.193.187,17,49,1,0.75,0,1
15,1,2424207684,41290.22519,122.164.244.167,17,49,1,1,1,1
43,1,2431471682,41295.80684,92.53.5.118,18,50,1,0.5,0,0.63
43,1,2430640151,41295.1759,101.63.185.3,18,50,1,1,1,0.63
43,1,2430203694,41294.66307,99.188.242.69,18,50,1,0.75,1,0.63
43,1,2427540454,41292.02427,67.161.199.235,18,50,1,0.75,1,0.63
43,1,2427474765,41291.98406,121.247.68.245,18,50,1,0.25,0,0.63
43,1,2425848529,41291.09434,173.78.98.87,18,50,1,0.5,0,0.63
43,1,2424251684,41290.286,108.15.193.187,18,50,1,0.5,1,0.63
43,1,2424207684,41290.22519,122.164.244.167,18,50,1,0.25,0,0.63
21,1,2431471682,41295.80684,92.53.5.118,19,51,2,0.5,1,0
21,1,2430640151,41295.1759,101.63.185.3,19,51,2,1,1,0
21,1,2430203694,41294.66307,99.188.242.69,19,51,2,0.75,1,0
21,1,2427540454,41292.02427,67.161.199.235,19,51,2,0.75,1,0
21,1,2427474765,41291.98406,121.247.68.245,19,51,2,0.25,0,0
21,1,2425848529,41291.09434,173.78.98.87,19,51,2,0.5,0,0
21,1,2424251684,41290.286,108.15.193.187,19,51,2,0.75,1,0
21,1,2424207684,41290.22519,122.164.244.167,19,51,2,1,1,0
5,1,2431471682,41295.80684,92.53.5.118,20,52,2,0.5,0,0
5,1,2430640151,41295.1759,101.63.185.3,20,52,2,1,1,0
5,1,2430203694,41294.66307,99.188.242.69,20,52,2,0.5,1,0
5,1,2427540454,41292.02427,67.161.199.235,20,52,2,0.25,1,0
5,1,2427474765,41291.98406,121.247.68.245,20,52,2,0.25,0,0
5,1,2425848529,41291.09434,173.78.98.87,20,52,2,0.5,0,0
5,1,2424251684,41290.286,108.15.193.187,20,52,2,0,0,0
5,1,2424207684,41290.22519,122.164.244.167,20,52,2,0.75,0,0
31,1,2431471682,41295.80684,92.53.5.118,21,53,2,0.5,0,1
31,1,2430640151,41295.1759,101.63.185.3,21,53,2,1,1,1
31,1,2430203694,41294.66307,99.188.242.69,21,53,2,0.5,0,1
31,1,2427540454,41292.02427,67.161.199.235,21,53,2,0.5,0,1
31,1,2427474765,41291.98406,121.247.68.245,21,53,2,0.25,0,1
31,1,2425848529,41291.09434,173.78.98.87,21,53,2,0.5,0,1
31,1,2424251684,41290.286,108.15.193.187,21,53,2,0,0,1
31,1,2424207684,41290.22519,122.164.244.167,21,53,2,0.5,0,1
2,1,2431471682,41295.80684,92.53.5.118,22,54,2,0.5,0,1
2,1,2430640151,41295.1759,101.63.185.3,22,54,2,1,1,1
2,1,2430203694,41294.66307,99.188.242.69,22,54,2,0.75,1,1
2,1,2427540454,41292.02427,67.161.199.235,22,54,2,0.25,1,1
2,1,2427474765,41291.98406,121.247.68.245,22,54,2,0.75,1,1
2,1,2425848529,41291.09434,173.78.98.87,22,54,2,1,1,1
2,1,2424251684,41290.286,108.15.193.187,22,54,2,0.75,1,1
2,1,2424207684,41290.22519,122.164.244.167,22,54,2,0.75,1,1
3,1,2431471682,41295.80684,92.53.5.118,23,55,2,0.5,0,1
3,1,2430640151,41295.1759,101.63.185.3,23,55,2,1,1,1
3,1,2430203694,41294.66307,99.188.242.69,23,55,2,0.75,1,1
3,1,2427540454,41292.02427,67.161.199.235,23,55,2,0.25,1,1
3,1,2427474765,41291.98406,121.247.68.245,23,55,2,0.25,0,1
3,1,2425848529,41291.09434,173.78.98.87,23,55,2,0.25,0,1
3,1,2424251684,41290.286,108.15.193.187,23,55,2,0,0,1
3,1,2424207684,41290.22519,122.164.244.167,23,55,2,0.5,0,1
63,1,2431471682,41295.80684,92.53.5.118,24,56,1,0.25,1,0
63,1,2430640151,41295.1759,101.63.185.3,24,56,1,1,1,0
63,1,2430203694,41294.66307,99.188.242.69,24,56,1,0.25,0,0
63,1,2427540454,41292.02427,67.161.199.235,24,56,1,0.75,1,0
63,1,2427474765,41291.98406,121.247.68.245,24,56,1,1,1,0
63,1,2425848529,41291.09434,173.78.98.87,24,56,1,0.5,0,0
63,1,2424251684,41290.286,108.15.193.187,24,56,1,0,0,0
63,1,2424207684,41290.22519,122.164.244.167,24,56,1,0.5,0,0
78,0,2430125084,41294.54715,76.217.239.32,23,183,1,0.25,0,0
78,0,2430050369,41294.38642,98.246.222.236,23,183,1,0.25,0,0
78,0,2429858031,41293.98115,96.32.131.175,23,183,1,0,0,0
78,0,2429805040,41293.91462,184.35.93.49,23,183,1,0.25,0,0
78,0,2429733212,41293.82844,71.255.71.143,23,183,1,0,0,0
78,0,2429599578,41293.69088,76.127.73.168,23,183,1,0.25,0,0
78,0,2429595795,41293.68655,76.127.73.168,23,183,1,0.5,1,0
78,0,2429516574,41293.60477,75.186.47.16,23,183,1,0,0,0
78,0,2429483138,41293.56294,108.244.230.90,23,183,1,0,0,0
52,1,2431471682,41295.80684,92.53.5.118,26,58,2,0.5,0,1
52,1,2430640151,41295.1759,101.63.185.3,26,58,2,1,1,1
52,1,2430203694,41294.66307,99.188.242.69,26,58,2,0.75,1,1
52,1,2427540454,41292.02427,67.161.199.235,26,58,2,0.5,1,1
52,1,2427474765,41291.98406,121.247.68.245,26,58,2,0.25,0,1
52,1,2425848529,41291.09434,173.78.98.87,26,58,2,0.5,0,1
52,1,2424251684,41290.286,108.15.193.187,26,58,2,0.75,1,1
52,1,2424207684,41290.22519,122.164.244.167,26,58,2,0.5,1,1
41,1,2431471682,41295.80684,92.53.5.118,27,59,2,0.5,0,1
41,1,2430640151,41295.1759,101.63.185.3,27,59,2,1,1,1
41,1,2430203694,41294.66307,99.188.242.69,27,59,2,0.75,1,1
41,1,2427540454,41292.02427,67.161.199.235,27,59,2,0.75,1,1
41,1,2427474765,41291.98406,121.247.68.245,27,59,2,0.75,1,1
41,1,2425848529,41291.09434,173.78.98.87,27,59,2,1,1,1
41,1,2424251684,41290.286,108.15.193.187,27,59,2,1,1,1
41,1,2424207684,41290.22519,122.164.244.167,27,59,2,0.5,0,1
45,1,2430640151,41295.1759,101.63.185.3,28,60,1,0.25,0,0
45,1,2430203694,41294.66307,99.188.242.69,28,60,1,0.25,0,0
45,1,2427540454,41292.02427,67.161.199.235,28,60,1,0.75,0,0
45,1,2427474765,41291.98406,121.247.68.245,28,60,1,0.25,0,0
45,1,2425848529,41291.09434,173.78.98.87,28,60,1,0.25,0,0
45,1,2424251684,41290.286,108.15.193.187,28,60,1,1,0,0
45,1,2424207684,41290.22519,122.164.244.167,28,60,1,0.75,0,0
25,1,2430640151,41295.1759,101.63.185.3,29,61,2,1,1,0.13
25,1,2430203694,41294.66307,99.188.242.69,29,61,2,1,1,0.13
25,1,2427540454,41292.02427,67.161.199.235,29,61,2,0.75,1,0.13
25,1,2427474765,41291.98406,121.247.68.245,29,61,2,0.5,0,0.13
25,1,2425848529,41291.09434,173.78.98.87,29,61,2,0.75,0,0.13
25,1,2424251684,41290.286,108.15.193.187,29,61,2,0.25,1,0.13
25,1,2424207684,41290.22519,122.164.244.167,29,61,2,0.5,1,0.13
14,1,2430640151,41295.1759,101.63.185.3,30,62,1,1,1,1
14,1,2430203694,41294.66307,99.188.242.69,30,62,1,0.5,1,1
14,1,2427540454,41292.02427,67.161.199.235,30,62,1,0.5,1,1
14,1,2427474765,41291.98406,121.247.68.245,30,62,1,0.75,1,1
14,1,2425848529,41291.09434,173.78.98.87,30,62,1,0.75,1,1
14,1,2424251684,41290.286,108.15.193.187,30,62,1,0.5,1,1
14,1,2424207684,41290.22519,122.164.244.167,30,62,1,0.75,1,1
33,1,2430640151,41295.1759,101.63.185.3,31,63,2,0.5,0,0.75
33,1,2430203694,41294.66307,99.188.242.69,31,63,2,1,1,0.75
33,1,2427540454,41292.02427,67.161.199.235,31,63,2,0.75,1,0.75
33,1,2427474765,41291.98406,121.247.68.245,31,63,2,0,0,0.75
33,1,2425848529,41291.09434,173.78.98.87,31,63,2,0.5,1,0.75
33,1,2424251684,41290.286,108.15.193.187,31,63,2,0.5,1,0.75
33,1,2424207684,41290.22519,122.164.244.167,31,63,2,0.75,0,0.75
16,1,2430640151,41295.1759,101.63.185.3,32,64,2,0.25,0,1
16,1,2430203694,41294.66307,99.188.242.69,32,64,2,0.75,1,1
16,1,2427540454,41292.02427,67.161.199.235,32,64,2,0.75,1,1
16,1,2427474765,41291.98406,121.247.68.245,32,64,2,0.75,1,1
16,1,2425848529,41291.09434,173.78.98.87,32,64,2,1,1,1
16,1,2424251684,41290.286,108.15.193.187,32,64,2,1,1,1
16,1,2424207684,41290.22519,122.164.244.167,32,64,2,1,1,1
3,1,2432115501,41296.2417,27.4.242.244,1,65,1,0.75,1,1
3,1,2430200223,41294.65855,99.188.242.69,1,65,1,0.75,1,1
3,1,2429585833,41293.67756,97.118.153.156,1,65,1,1,1,1
3,1,2429360396,41293.30351,108.15.202.52,1,65,1,0.25,0,1
37,1,2432115501,41296.2417,27.4.242.244,2,66,1,0.25,0,0
37,1,2430200223,41294.65855,99.188.242.69,2,66,1,0.75,1,0
37,1,2429585833,41293.67756,97.118.153.156,2,66,1,0.5,0,0
37,1,2429360396,41293.30351,108.15.202.52,2,66,1,0,0,0
32,1,2432115501,41296.2417,27.4.242.244,3,67,2,0.5,1,1
32,1,2430200223,41294.65855,99.188.242.69,3,67,2,0.25,0,1
32,1,2429585833,41293.67756,97.118.153.156,3,67,2,0.5,0,1
32,1,2429360396,41293.30351,108.15.202.52,3,67,2,0.25,0,1
61,1,2432115501,41296.2417,27.4.242.244,4,68,1,0.5,1,1
61,1,2430200223,41294.65855,99.188.242.69,4,68,1,0.75,1,1
61,1,2429585833,41293.67756,97.118.153.156,4,68,1,1,0,1
61,1,2429360396,41293.30351,108.15.202.52,4,68,1,0,0,1
64,1,2432115501,41296.2417,27.4.242.244,5,69,1,0.5,1,0.25
64,1,2430200223,41294.65855,99.188.242.69,5,69,1,1,1,0.25
64,1,2429585833,41293.67756,97.118.153.156,5,69,1,0.75,1,0.25
64,1,2429360396,41293.30351,108.15.202.52,5,69,1,1,1,0.25
26,1,2432115501,41296.2417,27.4.242.244,6,70,2,0.75,1,0
26,1,2430200223,41294.65855,99.188.242.69,6,70,2,1,1,0
26,1,2429585833,41293.67756,97.118.153.156,6,70,2,0,0,0
26,1,2429360396,41293.30351,108.15.202.52,6,70,2,0.25,0,0
53,1,2432115501,41296.2417,27.4.242.244,7,71,2,0.75,1,0.88
53,1,2430200223,41294.65855,99.188.242.69,7,71,2,0.75,1,0.88
53,1,2429585833,41293.67756,97.118.153.156,7,71,2,0.5,0,0.88
53,1,2429360396,41293.30351,108.15.202.52,7,71,2,0.75,1,0.88
